latitude,longitude,time,severity
1.4003694854320057,103.8311795881994,2024-01-13 16:28:54.493247,2
1.418670830300966,103.86963434888155,2023-09-24 16:28:54.493247,1
1.4063039713678809,103.83777518392925,2023-06-09 16:28:54.493247,6
1.3999371501296587,103.81796036775596,2024-02-01 16:28:54.493247,9
1.3866020279272795,103.80246787283913,2023-12-01 16:28:54.493247,3
1.4110483524373323,103.80672496314632,2023-09-20 16:28:54.493247,4
1.3881345932388962,103.86793927734986,2023-09-08 16:28:54.493247,6
1.4380950300860287,103.8453696844556,2024-03-20 16:28:54.493247,4
1.4460029036551132,103.85365792111088,2024-02-23 16:28:54.493247,9
1.3821785670708355,103.88966712930404,2024-04-08 16:28:54.493247,7
1.427089754189093,103.89903389473967,2024-05-05 16:28:54.493247,5
1.3981784411728195,103.82168969843984,2023-10-01 16:28:54.493247,7
1.4024849017203325,103.86630782031001,2024-05-20 16:28:54.493247,4
1.4418156302121927,103.82633223767371,2023-12-26 16:28:54.493247,7
1.3478139664017676,103.80206509994657,2023-10-24 16:28:54.493247,3
1.3495842229671695,103.87583786538362,2024-01-18 16:28:54.493247,7
1.342224023718436,103.83200171508224,2023-11-27 16:28:54.493247,6
1.4315881830102732,103.8383463894172,2023-10-07 16:28:54.493247,6
1.4255972426044836,103.85883171135536,2024-03-16 16:28:54.493247,5
1.43570133630715,103.88310484552362,2024-03-09 16:28:54.493247,7
1.447648017645604,103.86289818435911,2023-10-06 16:28:54.493247,6
1.4279074420638396,103.88726506554474,2024-03-27 16:28:54.493247,2
1.3907627298478225,103.82735420348156,2023-06-23 16:28:54.493247,4
1.4258582093915102,103.87980468339126,2024-04-09 16:28:54.493247,4
1.3530101868455828,103.8185635944306,2023-09-29 16:28:54.493247,9
1.4103913123460277,103.8952791656972,2023-06-22 16:28:54.493247,6
1.3557688616149952,103.86874882763878,2023-08-22 16:28:54.493247,6
1.4439135808754542,103.82155076771136,2023-09-14 16:28:54.493247,7
1.3974033153925078,103.8947370590489,2023-08-09 16:28:54.493247,1
1.3856128133989576,103.87308558067701,2023-10-05 16:28:54.493247,8
1.369101117331509,103.8253941642595,2024-04-08 16:28:54.493247,6
1.4251657058377638,103.82133119773675,2023-08-30 16:28:54.493247,2
1.3901765365438203,103.85182007139306,2024-05-02 16:28:54.493247,6
1.4025277343755513,103.80256627180545,2024-05-06 16:28:54.493247,7
1.3420668780479992,103.82074700754411,2024-04-24 16:28:54.493247,7
1.4079399046783465,103.84246854687515,2024-04-22 16:28:54.493247,9
1.4073305294994665,103.83741699803342,2024-05-18 16:28:54.493247,8
1.4078627396562233,103.84635754243648,2024-03-03 16:28:54.493247,6
1.4438122886366087,103.82776287062947,2023-09-16 16:28:54.493247,4
1.415000232901383,103.85867843464582,2023-08-16 16:28:54.493247,3
1.3795458690631166,103.88638556059233,2024-05-09 16:28:54.493247,4
1.3880735149179275,103.8117531855962,2023-06-22 16:28:54.493247,3
1.4167394315519992,103.85173791071541,2024-05-18 16:28:54.493247,6
1.3466248018792197,103.81320681063451,2024-01-19 16:28:54.493247,5
1.4133443386990234,103.87168596811927,2023-08-23 16:28:54.493247,2
1.4137701656579975,103.83960597028073,2024-01-07 16:28:54.493247,6
1.3631420817181226,103.85654213118585,2023-06-19 16:28:54.493247,9
1.354181892742034,103.8183279836214,2023-12-31 16:28:54.493247,4
1.3746971186016603,103.81448477593433,2024-04-27 16:28:54.493247,6
1.3800081848036885,103.8488056280649,2024-03-16 16:28:54.493247,9
1.4027216447459667,103.83556127378499,2023-10-17 16:28:54.493247,5
1.3882461664808552,103.89404319452528,2024-03-27 16:28:54.493247,2
1.4487211221865148,103.8765325253807,2024-05-29 16:28:54.493247,8
1.351224929182283,103.87486636198506,2023-09-19 16:28:54.493247,9
1.3629764431704319,103.8903719739746,2023-10-26 16:28:54.493247,2
1.3577440469673496,103.8083422435442,2023-06-21 16:28:54.493247,3
1.411841915801194,103.85521924699225,2024-04-26 16:28:54.493247,2
1.367862076279376,103.85844760689558,2023-12-28 16:28:54.493247,2
1.3912941850141938,103.89619363785472,2023-06-01 16:28:54.493247,8
1.3668868151201763,103.82921475267925,2023-10-09 16:28:54.493247,6
