
latitude,longitude,time,severity
1.4003694854320100,103.85701967704200,2023-09-24 15:32:00.450188,1
1.418670830300970,103.84386015134600,2023-10-29 15:32:00.450188,1
1.4063039713678800,103.89883738380600,2024-02-22 15:32:00.450188,1
1.3999371501296600,103.8102044810750,2024-02-13 15:32:00.450188,1
1.3866020279272800,103.82088767560900,2023-10-27 15:32:00.450188,1
1.4110483524373300,103.8161309517890,2024-01-05 15:32:00.450188,1
1.3881345932389000,103.86531083254700,2023-12-31 15:32:00.450188,2
1.4380950300860300,103.82532916025400,2024-05-13 15:32:00.450188,2
1.4460029036551100,103.84663107728600,2024-03-21 15:32:00.450188,2
1.3821785670708400,103.82444255920000,2023-12-14 15:32:00.450188,2
1.427089754189090,103.81589695836500,2023-12-31 15:32:00.450188,2
1.3981784411728200,103.81103751411600,2023-10-24 15:32:00.450188,3
1.4024849017203300,103.86563295894700,2024-03-14 15:32:00.450188,3
1.4418156302121900,103.81381829513500,2024-01-05 15:32:00.450188,3
1.3478139664017700,103.81965823616800,2023-11-02 15:32:00.450188,3
1.3495842229671700,103.8368725170660,2024-05-03 15:32:00.450188,3
1.342224023718440,103.8820993229850,2023-06-27 15:32:00.450188,3
1.4315881830102700,103.80971012757900,2024-05-23 15:32:00.450188,4
1.4255972426044800,103.88379449075000,2023-12-03 15:32:00.450188,4
1.43570133630715,103.80960984078900,2023-06-21 15:32:00.450188,4
1.447648017645600,103.89764594650100,2023-07-15 15:32:00.450188,4
1.4279074420638400,103.84686512016500,2023-06-15 15:32:00.450188,4
1.3907627298478200,103.89767610881900,2023-08-09 15:32:00.450188,4
1.4258582093915100,103.86048455197500,2023-06-17 15:32:00.450188,4
1.3530101868455800,103.87392635794000,2024-03-23 15:32:00.450188,5
1.4103913123460300,103.80391877922500,2024-03-29 15:32:00.450188,5
1.3557688616150000,103.82828069625800,2023-10-01 15:32:00.450188,5
1.4439135808754500,103.81201965612100,2023-08-04 15:32:00.450188,5
1.3974033153925100,103.82961401975200,2023-08-16 15:32:00.450188,5
1.3856128133989600,103.81187277189500,2023-09-25 15:32:00.450188,5
1.369101117331510,103.8317983179390,2023-06-27 15:32:00.450188,6
1.4251657058377600,103.84142629945100,2024-05-19 15:32:00.450188,6
1.3901765365438200,103.80641474963500,2023-12-23 15:32:00.450188,6
1.4025277343755500,103.86924721193700,2024-02-22 15:32:00.450188,6
1.3420668780480000,103.85666014542100,2024-02-21 15:32:00.450188,6
1.4079399046783500,103.82653894909400,2024-02-08 15:32:00.450188,7
1.4073305294994700,103.85232480534700,2024-01-06 15:32:00.450188,7
1.4078627396562200,103.80939405107600,2024-05-14 15:32:00.450188,7
1.4438122886366100,103.85759464955600,2023-09-02 15:32:00.450188,7
1.415000232901380,103.89292961975800,2023-10-27 15:32:00.450188,7
1.3795458690631200,103.83185689524500,2024-03-09 15:32:00.450188,7
1.3880735149179300,103.86674103799600,2023-10-01 15:32:00.450188,8
1.4167394315520000,103.81317978624000,2024-01-22 15:32:00.450188,8
1.3466248018792200,103.87163272041200,2023-09-16 15:32:00.450188,8
1.4133443386990200,103.82894060929500,2023-11-07 15:32:00.450188,8
1.4137701656580000,103.81831913620100,2023-10-18 15:32:00.450188,8
1.3631420817181200,103.85865129348100,2023-09-15 15:32:00.450188,8
1.354181892742030,103.80201075461900,2023-09-29 15:32:00.450188,8
1.3746971186016600,103.88289400292200,2023-12-30 15:32:00.450188,8
1.3800081848036900,103.80046954761900,2023-07-02 15:32:00.450188,8
