latitude,longitude,time,severity
1.4003694854320057,103.8311795881994,2023-08-14 05:34:24.455034,2
1.418670830300966,103.86963434888155,2023-09-10 09:11:58.455034,1
1.4063039713678809,103.83777518392925,2023-09-11 15:12:39.455034,6
1.3999371501296587,103.81796036775596,2023-11-26 22:20:21.455034,9
1.3866020279272795,103.80246787283913,2023-10-13 12:41:38.455034,3
1.4110483524373323,103.80672496314632,2023-12-18 01:01:07.455034,4
1.3881345932388962,103.86793927734986,2023-11-01 03:09:51.455034,6
1.4380950300860287,103.8453696844556,2023-07-18 21:05:05.455034,4
1.4460029036551132,103.85365792111088,2023-09-27 06:30:19.455034,9
1.3821785670708355,103.88966712930404,2023-12-23 16:17:22.455034,7
1.427089754189093,103.89903389473967,2023-11-24 00:29:43.455034,5
1.3981784411728195,103.82168969843984,2023-10-31 21:35:11.455034,7
1.4024849017203325,103.86630782031001,2024-03-10 22:53:50.455034,4
1.4418156302121927,103.82633223767371,2024-03-29 07:15:14.455034,7
1.3478139664017676,103.80206509994657,2024-05-10 12:30:31.455034,3
1.3495842229671695,103.87583786538362,2024-05-11 03:00:27.455034,7
1.342224023718436,103.83200171508224,2024-05-07 02:30:31.455034,6
1.4315881830102732,103.8383463894172,2024-05-11 04:06:40.455034,6
1.4255972426044836,103.85883171135536,2024-03-05 12:12:14.455034,5
1.43570133630715,103.88310484552362,2023-06-02 15:26:47.455034,7
1.447648017645604,103.86289818435911,2023-11-27 23:55:11.455034,6
1.4279074420638396,103.88726506554474,2023-12-06 03:14:50.455034,2
1.3907627298478225,103.82735420348156,2023-10-14 15:04:27.455034,4
1.4258582093915102,103.87980468339126,2023-06-30 07:49:36.455034,4
1.3530101868455828,103.8185635944306,2023-12-20 16:31:53.455034,9
1.4103913123460277,103.8952791656972,2023-06-11 15:36:56.455034,6
1.3557688616149952,103.86874882763878,2023-08-05 15:39:52.455034,6
1.4439135808754542,103.82155076771136,2024-04-30 06:33:19.455034,7
1.3974033153925078,103.8947370590489,2024-01-14 08:14:18.455034,1
1.3856128133989576,103.87308558067701,2023-06-03 15:57:43.455034,8
1.369101117331509,103.8253941642595,2023-12-10 02:41:08.455034,6
1.4251657058377638,103.82133119773675,2024-02-11 10:01:58.455034,2
1.3901765365438203,103.85182007139306,2023-09-16 18:38:49.455034,6
1.4025277343755513,103.80256627180545,2024-01-12 23:33:08.455034,7
1.3420668780479992,103.82074700754411,2023-11-18 23:29:46.455034,7
1.4079399046783465,103.84246854687515,2024-02-08 01:35:15.455034,9
1.4073305294994665,103.83741699803342,2023-08-18 15:07:15.455034,8
1.4078627396562233,103.84635754243648,2023-12-14 18:24:07.455034,6
1.4438122886366087,103.82776287062947,2023-07-07 16:04:01.455034,4
1.415000232901383,103.85867843464582,2023-09-03 22:22:01.455034,3
1.3795458690631166,103.88638556059233,2024-03-23 21:06:15.455034,4
1.3880735149179275,103.8117531855962,2023-09-30 21:28:02.455034,3
1.4167394315519992,103.85173791071541,2023-12-02 23:18:42.455034,6
1.3466248018792197,103.81320681063451,2024-01-14 15:52:36.455034,5
1.4133443386990234,103.87168596811927,2023-06-10 11:37:48.455034,2
1.4137701656579975,103.83960597028073,2023-11-06 12:38:46.455034,6
1.3631420817181226,103.85654213118585,2024-02-25 17:00:27.455034,9
1.354181892742034,103.8183279836214,2023-10-30 20:30:49.455034,4
1.3746971186016603,103.81448477593433,2024-01-08 20:17:57.455034,6
1.3800081848036885,103.8488056280649,2023-12-05 09:49:23.455034,9
1.4027216447459667,103.83556127378499,2023-09-06 18:40:55.455034,5
1.3882461664808552,103.89404319452528,2023-10-07 12:13:01.455034,2
1.4487211221865148,103.8765325253807,2023-10-02 12:01:42.455034,8
1.351224929182283,103.87486636198506,2023-08-01 15:24:31.455034,9
1.3629764431704319,103.8903719739746,2024-02-18 03:24:26.455034,2
